Taxid	Assembly	Specie	assembly_level	RegionNb	GeneNb	tRNA	rRNA	Size	GC.content.avg	GC.content.med	Gene.GC.content.avg	Gene.GC.content.med	Gene.length.avg	Gene.length.med	Promoters.GC.content.avg	Promoters.GC.content.med	Intergenes.GC.content.avg	Intergenes.GC.content.med	Intergenes.length.avg	Intergenes.length.med	Intergenes.Convergent.GC.content.avg	Intergenes.Convergent.GC.content.med	Intergenes.Convergent.length.avg	Intergenes.Convergent.length.med	Intergenes.Convergent.nb	Intergenes.Divergent.GC.content.avg	Intergenes.Divergent.GC.content.med	Intergenes.Divergent.length.avg	Intergenes.Divergent.nb	Intergenes.Alignedpp.GC.content.avg	Intergenes.Alignedpp.GC.content.med	Intergenes.Alignedpp.length.avg	Intergenes.length.content.med	Intergenes.Alignedpp.nb	Intergenes.Alignedmm.GC.content.avg	Intergenes.Alignedmm.GC.content.med	Intergenes.Alignedmm.length.avg	Intergenes.Alignedmm.nb	Compaction	CompactionBp	ConvergentIntergeneProportion	AlignedIntergeneProportion	DivergentIntergeneProportion
2012524	GCA_002254385.1	Thermoplasmatales^archaeon^ex4484_6	Contig	140	1534	14	1	1825537	0.53858807292437	NA	0.547942374801146	0.555961070559611	1490.24137931034	1014	0.463152809833074	0.467741935483871	0.442724068026881	0.461538461538462	NA	NA	0.478934435105945	0.5	82.2131147540984	41	183	0.443320666415168	0.445727482678984	168	231	0.418814024735294	0.449438202247191	66	NA	405	0.451438265429655	0.468634686346863	57	335	0.000840300689605305	0.0341044854199066	0.0082414106095905	0.0128460830977406	0.021258402322166
2012516	GCA_002254395.1	Candidatus^Pacearchaeota^archaeon^ex4484_71	Contig	35	494	30	1	375963	0.352505196680802	NA	0.361804618582686	0.356209150326797	892.64	933	0.273634621526669	0.258064516129032	0.212168233444486	0.222222222222222	NA	NA	0.219940205067338	0.2	71.5641025641026	17	39	0.237514245942166	0.233396186884559	83.5	54	0.189999181825398	0.20861229458308	39	NA	128	0.219107799153278	0.222222222222222	45	168	0.00131395908639946	0.0361471740570216	0.00742360285453622	0.0241539725983674	0.0119932014586542
2012508	GCA_002254405.1	Candidatus^Altiarchaeales^archaeon^ex4484_96	Contig	65	1022	10	1	919319	0.441875474365896	NA	0.450009020788596	0.454415954415954	834.032786885246	738	0.318447181147995	0.306451612903226	0.247674382424548	0.25	NA	NA	0.281291680273797	0.333333333333333	51.3253012048193	7	83	0.236088715457768	0.228458942632171	75	136	0.248746004700587	0.262531328320802	27	NA	276	0.240447814184392	0.25	32	209	0.00111169245930955	0.0191630979018165	0.00463386484995959	0.00806792854275828	0.0110951693590582
2012504	GCA_002254415.1	Candidatus^Aenigmarchaeota^archaeon^ex4484_52	Contig	53	647	23	3	614182	0.278045575397596	NA	0.2948285045601	0.274198675496689	585.479166666667	492	0.189835666463786	0.17741935483871	0.159956249768497	0.166666666666667	NA	NA	0.198003987889716	0.219512195121951	193.240506329114	48	79	0.153459302723936	0.146666666666667	92	99	0.156097580733313	0.166666666666667	40	NA	167	0.149543062948564	0.159090909090909	38	165	0.00105343367275498	0.0276432718640403	0.0248558244950194	0.0128137913517492	0.0148294805122911
2012520	GCA_002254465.1	Desulfurococcales^archaeon^ex4484_42	Contig	154	2100	48	3	1875308	0.38923107114632	NA	0.382271909365263	0.373735312493702	708.413043478261	505.5	0.344441716400997	0.338709677419355	0.329664311686394	0.331403706652512	NA	NA	0.329155515974813	0.326732673267327	82.6520146520147	26	273	0.335493991665891	0.332622601279318	131	355	0.327396784277932	0.331775700934579	60	NA	483	0.328042138045282	0.329704510108865	51	515	0.00111981605154993	0.0407239770746992	0.0120321568510346	0.0159253839902565	0.0247985930844427
2012522	GCA_002254485.1	Thermoplasmatales^archaeon^ex4484_30	Contig	158	1513	34	NA	1323529	0.365265309667214	NA	0.400961958766229	0.373207408765817	920.8	689.5	0.308327454627076	0.306451612903226	0.256614312217464	0.277777777777778	NA	NA	0.282668640161251	0.304347826086957	47.8918918918919	10	111	0.276324845181757	0.278007800780078	100	190	0.242999701186621	0.272727272727273	37	NA	322	0.249202710529817	0.276819923371648	36	304	0.00114315591120406	0.0236587184716013	0.00401653458292187	0.00930315844987152	0.0143555600217298
2012514	GCA_002254495.1	Candidatus^Pacearchaeota^archaeon^ex4484_26	Contig	38	523	16	1	426904	0.317084882962472	NA	0.333110814607438	0.323076923076923	831.205128205128	471	0.248394313343437	0.241935483870968	0.221211940591306	0.226415571284125	NA	NA	0.245316489426869	0.257894736842105	105.11320754717	73	53	0.229006618025434	0.221230158730159	112.5	70	0.204273001571491	0.212121212121212	49.5	NA	178	0.230451961032028	0.237179487179487	67	129	0.00122509978824279	0.0444321205704327	0.0130497723141503	0.0259853503363754	0.0184467702340573
2012503	GCA_002254545.1	Candidatus^Aenigmarchaeota^archaeon^ex4484_224	Contig	32	619	26	2	485206	0.276120893125061	NA	0.270774303899418	0.260592087677092	833.3125	655.5	0.215449567913451	0.209677419354839	0.171654092326123	0.166666666666667	NA	NA	0.194162398291484	0.217391304347826	62.5581395348837	18	43	0.169400323636827	0.164383561643836	76	101	0.160875603257791	0.166666666666667	26	NA	152	0.178306713211271	0.177664974619289	37	135	0.00127574679620615	0.0275079038593917	0.00554403696574238	0.0116878191943216	0.0158200846650701
2012506	GCA_002254565.1	Candidatus^Altiarchaeales^archaeon^ex4484_2	Scaffold	53	1513	27	3	1395301	0.45609836520527	NA	0.469834904178623	0.473882606354335	860.360655737705	777	0.336661968459963	0.32258064516129	0.2922419152028	0.299595141700405	NA	NA	0.382866628502144	0.406428734843285	111.604166666667	28.5	144	0.273911557314256	0.265342620481928	92	212	0.283021464220472	0.298835185433124	36.5	NA	404	0.278115004434297	0.3	36	385	0.00108435384193088	0.0248664983397847	0.0115179448735434	0.0108881524488265	0.0139783458909583
2012526	GCA_002254595.1	Thermofilum^sp.^ex4484_15	Contig	67	839	28	1	721479	0.427056426048972	NA	0.416173153734419	0.413394919168591	838.2	711	0.369673584815223	0.370967741935484	0.362396472647574	0.361983139301485	NA	NA	0.340096888274811	0.346846846846847	67.2117647058824	18	85	0.351918594360686	0.356183923477093	119	134	0.364186872592004	0.368421052631579	40	NA	201	0.376806423497072	0.365613928972609	44	204	0.00116288900993653	0.0367605987145849	0.00791845639304817	0.0146587773171499	0.022101821397435
2012527	GCA_002254645.1	Thermofilum^sp.^ex4484_79	Contig	142	1748	29	1	1603934	0.388833890974574	NA	0.385735749265703	0.372413793103448	714.989898989899	678	0.316560815132962	0.306451612903226	0.312106927570687	0.30952380952381	NA	NA	0.336513470908131	0.333333333333333	83.4715025906736	30	193	0.292812218667097	0.295672478206725	149.5	292	0.313249101753767	0.311827956989247	58	NA	413	0.313195781060106	0.306954436450839	60	415	0.00108982040408146	0.0448385033299375	0.0100440541817805	0.0176216727122188	0.0272168306177187
2012521	GCA_002254665.1	Desulfurococcales^archaeon^ex4484_58	Contig	119	1523	29	2	1432029	0.342992195182377	NA	0.371627828120335	0.356641886809151	619.046875	411	0.304334839748584	0.290322580645161	0.290972432085687	0.285714285714286	NA	NA	0.292818903911086	0.299908003679853	127.208556149733	30	187	0.280206703280207	0.276799614500704	138.5	264	0.299398941528412	0.29516317016317	43	NA	372	0.289107521736576	0.285714285714286	69	342	0.0010635259481477	0.0433028940056382	0.0166113954396175	0.0177698915315262	0.0255330024741119
2012505	GCA_002254685.1	Candidatus^Aenigmarchaeota^archaeon^ex4484_56	Contig	47	682	21	3	566759	0.28816948367737	NA	0.30471782924608	0.299559471365639	1046.78378378378	816	0.211206089723591	0.193548387096774	0.141791310971757	0.138888888888889	NA	NA	0.177709778019723	0.212121212121212	91.4691358024691	46	81	0.13131937443745	0.123475609756098	49	116	0.148049290371062	0.1500819000819	28	NA	128	0.125895307430249	0.130434782608696	25	157	0.00120333333921473	0.01833760028513	0.0130725758214691	0.00830864617941665	0.0100289541057134
2012531	GCA_002254705.1	Candidatus^Woesearchaeota^archaeon^ex4484_78	Contig	72	928	26	NA	807948	0.339529143409969	NA	0.341944896909838	0.344219738924051	881.211538461538	715.5	0.270577272928961	0.258064516129032	0.228007629455698	0.238095238095238	NA	NA	0.214202667543547	0.232051282051282	85.2452830188679	30	106	0.244887711943648	0.241127611376793	120.5	146	0.221053804271497	0.235294117647059	44	NA	253	0.232173298087841	0.249	44	182	0.00114858877056444	0.0340826389817166	0.0111838880720046	0.0123077227742379	0.0217749162074787
2012518	GCA_002254745.1	Desulfurococcales^archaeon^ex4484_217_1	Contig	74	959	18	NA	807477	0.373015288154531	NA	0.364580409981251	0.362745098039216	740.390243902439	540	0.338568371755016	0.338709677419355	0.330171480857957	0.332442067736185	NA	NA	0.327623758382354	0.333333333333333	89.6282051282051	26	78	0.320469261274363	0.316455696202532	148	147	0.326111692712896	0.338997695852535	36	NA	240	0.339980151751165	0.333333333333333	43	265	0.00118764992687098	0.0426600386141029	0.0086578317400991	0.0157168563315116	0.0269431822825913
2012523	GCA_002254765.1	Thermoplasmatales^archaeon^ex4484_36	Contig	111	1053	21	1	1023425	0.544303418974973	NA	0.533787918269573	0.534001069715355	1094.95	1233	0.469786754579977	0.467741935483871	0.452184430960953	0.465116279069767	NA	NA	0.442938174045259	0.5	85.0760869565217	36	92	0.435769368683515	0.4375	129.5	138	0.457103335876551	0.46875	33	NA	233	0.459645905904876	0.470222854433381	45	264	0.0010288980628771	0.0301341085081955	0.00764784913403522	0.0126721547744095	0.0174619537337861
2011131	GCA_002254785.1	ANME-1^cluster^archaeon^ex4572_4	Scaffold	95	1048	36	1	1018085	0.531297577843236	NA	0.539810765908998	0.545876887340302	1229.33333333333	861	0.366921168161863	0.354838709677419	0.335565072599181	0.346546310832025	NA	NA	0.379552137840326	0.406542056074766	70.7637795275591	48	127	0.298219376665545	0.285592329918571	92	152	0.332610354158942	0.344827586206897	48	NA	251	0.338433427167414	0.363636363636364	46.5	290	0.00102938359763674	0.0292441200882048	0.00882735724423796	0.0155085282663039	0.0137355918219009
2012515	GCA_002254805.1	Candidatus^Pacearchaeota^archaeon^ex4484_31	Contig	33	351	11	3	279432	0.330246229099105	NA	0.356945548072571	0.328376212751213	1113.1	805.5	0.254452609291319	0.241935483870968	0.194091779317844	0.193673418354589	NA	NA	0.336554417579464	0.280701754385965	76.36	40	25	0.190018137558646	0.188636363636364	81	42	0.176980936398999	0.192982456140351	36	NA	89	0.172375407423927	0.177865612648221	35	86	0.00125611955681525	0.0275845286151908	0.00683171576626872	0.0154098313722122	0.0121746972429786
1978124	GCA_002254825.2	Methanosarcinales^archaeon^ex4572_44	Scaffold	76	1084	29	2	1069777	0.46207612643803	NA	0.479865396714343	0.48018648018648	1236.17391304348	813	0.388670338316286	0.387096774193548	0.365155374245629	0.375	NA	NA	0.373315081990522	0.372549019607843	90.6666666666667	62	123	0.377567577055464	0.37940379403794	228	141	0.359232801850934	0.375	51	NA	319	0.362283400641308	0.371681415929204	58	301	0.00101329529425291	0.0488017596190608	0.0104246025106167	0.0187506368149624	0.0300511228040984
2012525	GCA_002254885.1	Thermoplasmatales^archaeon^ex4572_165	Scaffold	55	1205	28	NA	1203468	0.318740130513448	NA	0.334028582015134	0.319783197831978	1087.58490566038	903	0.255373751827542	0.258064516129032	0.223450054280102	0.226415094339623	NA	NA	0.216709111017735	0.224814784661728	96.9868421052632	40	152	0.235752311057943	0.231818181818182	178	173	0.22264488750594	0.224799741949358	67.5	NA	422	0.220610326889802	0.223684210526316	74	269	0.00100127298773212	0.0459141830110979	0.012249598659873	0.0203264648499171	0.0255877181611809
2012533	GCA_002254895.1	Thermoprotei^archaeon^ex4572_64	Scaffold	75	780	15	1	681493	0.340897196132789	NA	0.385252147977529	0.343924135615979	643.6875	473	0.292254051071088	0.290322580645161	0.291664991349523	0.293193717277487	NA	NA	0.334472318535759	0.319018404907975	114.379746835443	50	79	0.281355237516078	0.281879194630872	114	139	0.27891488036351	0.289859937708648	63	NA	192	0.294551108369469	0.3	57	173	0.00114454587207792	0.043545568333057	0.0132591237180719	0.0202936787318432	0.0232518896012138
2012507	GCA_002254945.1	Candidatus^Altiarchaeales^archaeon^ex4484_43	Scaffold	105	1196	16	NA	1040602	0.426343648862388	NA	0.443455994336772	0.446167097329888	717.263157894737	525	0.318234295415959	0.306451612903226	0.293921223060941	0.304182509505703	NA	NA	0.353987113526025	0.3875	78.6518518518518	35	135	0.255156826134166	0.24786803610333	85.5	174	0.290551637692696	0.308488612836439	44	NA	311	0.292835487328972	0.305555555555556	41	291	0.00114933471202246	0.0276224723765666	0.0102037090069018	0.013325940176936	0.0142965321996306
2012512	GCA_002254965.1	Candidatus^Bathyarchaeota^archaeon^ex4484_231	Contig	109	984	13	1	880221	0.468200157731871	NA	0.474311832422441	0.473544973544973	764.034482758621	633	0.408819926500612	0.403225806451613	0.404743028247818	0.407703703703704	NA	NA	0.4494226177223	0.436363636363636	104.347107438017	54	121	0.387520280676796	0.392156862745098	166	143	0.401845632387211	0.409090909090909	56	NA	249	0.396029593524425	0.407142857142857	69	255	0.00111790107257155	0.0505202670692928	0.01434412494135	0.02355203977183	0.0269682272974628
2012511	GCA_002254975.1	Candidatus^Bathyarchaeota^archaeon^ex4484_218	Contig	80	755	17	1	628054	0.330165525394072	NA	0.333489077560658	0.328787878787879	890.533333333333	783	0.28885863981919	0.290322580645161	0.261172712292722	0.263157894736842	NA	NA	0.236072588306525	0.244897959183673	73.5057471264368	22	87	0.266043615373091	0.263888888888889	127	125	0.270572237671437	0.272727272727273	49	NA	205	0.259137713443685	0.262295081967213	56	173	0.00120212593184662	0.0445248338518662	0.0101822454757075	0.0192483448875415	0.0252764889643247
2012519	GCA_002254985.1	Desulfurococcales^archaeon^ex4484_217_2	Contig	212	2429	29	NA	2148448	0.377779207273189	NA	0.382327146504735	0.382629107981221	810	516	0.346438513181595	0.338709677419355	0.334690147979121	0.333333333333333	NA	NA	0.337653290901591	0.333333333333333	150.666666666667	42	243	0.328056944902734	0.328427128427128	153	372	0.33315330061589	0.3359375	42	NA	703	0.340097244557719	0.338397790055249	50	523	0.00113058356543887	0.0394843161202878	0.0170411385334903	0.012992634683269	0.0264916814370187
2012509	GCA_002255025.1	Candidatus^Bathyarchaeota^archaeon^ex4484_135	Contig	89	1115	28	2	976871	0.586237272906179	NA	0.60145659557084	0.599758150239412	922	829.5	0.554294823705926	0.564516129032258	0.540369296155672	0.557052441229656	NA	NA	0.548987410348882	0.567375886524823	92.4414414414414	28	111	0.549397273601748	0.550898203592814	100	175	0.539849061061135	0.557142857142857	50	NA	299	0.529085142434141	0.559431524547804	48	211	0.0011413994273553	0.0308413291007717	0.0105039457615181	0.0129269883126841	0.0179143407880877
2012510	GCA_002255045.1	Candidatus^Bathyarchaeota^archaeon^ex4484_205	Scaffold	111	1489	37	2	1282106	0.424518692774126	NA	0.408034860627073	0.385288012454593	684.2	561	0.358061572874971	0.354838709677419	0.340238510771102	0.333333333333333	NA	NA	0.366503144609031	0.366071428571429	77.312925170068	25	147	0.323591300844212	0.309090909090909	86	223	0.34957886039719	0.341061377646743	40	NA	354	0.328566020473418	0.333333333333333	42	296	0.00116137043270993	0.0259026944729999	0.00886432167075109	0.0109444928890435	0.0149582015839564
2012502	GCA_002255055.1	Candidatus^Aenigmarchaeota^archaeon^ex4484_14	Scaffold	89	903	19	3	743210	0.389818857922562	NA	0.411480574993244	0.411522633744856	851.88	516	0.313029132114792	0.306451612903226	0.29199515353961	0.296	NA	NA	0.305221922449961	0.323452484742807	93.6702127659574	73.5	94	0.276013709242196	0.269824024894039	137	110	0.291375083915741	0.297086148648649	52	NA	248	0.294425771219108	0.297297297297297	55	275	0.00121499979817279	0.044266088992344	0.0118472571682297	0.0239891820615977	0.0202769069307464
2012517	GCA_002255065.1	Desulfurococcales^archaeon^ex4484_204	Contig	99	1058	23	1	930496	0.502807888465774	NA	0.486081590667302	0.491666666666667	696.068965517241	555	0.439223658471098	0.435483870967742	0.461775223237417	0.456140350877193	NA	NA	0.506031262447517	0.472311150466589	124.746031746032	56.5	126	0.416809346356622	0.42190302906053	123	166	0.468763104512845	0.478260869565217	56	NA	225	0.462887199768291	0.461538461538462	47.5	284	0.00113702799367219	0.0398110255175734	0.0168920661668616	0.0178678898136048	0.0219431357039686
2012532	GCA_002255105.1	Thaumarchaeota^archaeon^ex4484_121	Contig	72	994	30	3	871166	0.514876344256984	NA	0.532231951672804	0.528985507246377	760.098039215686	708	0.436407288845112	0.435483870967742	0.426182545974592	0.430901856763926	NA	NA	0.439251689627441	0.438162544169611	80.4343434343434	42	99	0.418526903512349	0.422535211267606	113	165	0.425624145979588	0.434152849247189	46	NA	220	0.426573155226877	0.431863395225464	49.5	236	0.00114099953395794	0.0372408932396352	0.00914062302706947	0.0158385428265107	0.0214023504131245
1978125	GCA_002255125.1	Euryarchaeota^archaeon^ex4484_162	Contig	65	662	20	NA	603189	0.365385636790513	NA	0.380055885860645	0.372783064333314	1179.125	922.5	0.287072474333273	0.290322580645161	0.260144268823813	0.264516129032258	NA	NA	0.263850768845429	0.264367816091954	78.8133333333333	40	75	0.260798544051817	0.264150943396226	155	87	0.263056170574931	0.269230769230769	55	NA	187	0.254971121330184	0.259259259259259	45.5	170	0.0010975001201945	0.0401946985107487	0.00979958188892702	0.0178385215910768	0.0223561769196719
1978126	GCA_002255165.1	Euryarchaeota^archaeon^ex4484_178	Contig	111	1002	22	NA	890663	0.415995678803607	NA	0.390180636026141	0.38835911906847	1004.23333333333	711	0.343634408602151	0.338709677419355	0.286356968393806	0.303030303030303	NA	NA	0.278129946377279	0.318181818181818	58.4133333333333	14	75	0.314243983242911	0.318181818181818	101.5	168	0.277378137134066	0.286666666666667	29	NA	247	0.275277803589888	0.294117647058824	28	167	0.00112500463138134	0.0253395504247959	0.00491880767473219	0.00619426202727631	0.0191452883975196
1917473	GCA_002256575.1	Methanosaeta^sp.^NSM2	Scaffold	238	1920	NA	NA	1751596	0.547026577686194	NA	0.606136976460276	0.613869188337273	614.4	496	0.444031818581348	0.451612903225806	0.417984337762564	0.433549783549784	NA	NA	0.447706957419399	0.464285714285714	110.285714285714	75	203	0.426383485124097	0.42570281124498	163	265	0.409333245419083	0.43434664246824	55.5	NA	492	0.40900871352904	0.428571428571429	69	446	0.00109614317456765	0.0439880257776337	0.0127814861417815	0.0193276588893786	0.0246603668882551
2032630	GCA_002286985.1	Halorubrum^sp.^WN019	Contig	27	3272	48	5	3506649	0.597201916152453	NA	0.702651955418466	0.706060208661188	947.176470588235	823.5	0.607285798185892	0.629032258064516	0.609860331895587	0.642384105960265	NA	NA	0.657139735165239	0.66313517323407	176.472756410256	66.5	624	0.611692991431205	0.628415300546448	170	641	0.594482933748266	0.639097744360902	92	NA	819	0.588955137306063	0.641975308641975	96	865	0.000933084548809989	0.0571696796571314	0.0314029148625938	0.0260944280422706	0.0310752516148608
2161	GCA_002287175.1	Methanobacterium^bryantii	Contig	41	3212	40	3	3466370	0.365084963158802	NA	0.348576025351866	0.348148148148148	855.572769953052	711	0.262913767657601	0.258064516129032	0.2355010377423	0.230769230769231	NA	NA	0.218793074652228	0.21875	200.932735426009	113	446	0.232262414015474	0.227027027027027	380	457	0.239746694423632	0.235448105943948	125	NA	1156	0.239565505881402	0.232735824518814	126	990	0.000926617758635114	0.0905918871903461	0.0258529816493912	0.0404933691440902	0.0500985180462559
